company_name,stock_code,corp_code,fiscal_year,esg_year,rcept_no,report_nm,rcept_dt,selection_priority,section_chars_II,section_chars_IV,section_chars_VI,total_chars,viewer_url,status,reason
경방,000050,00101628,2023,2024,20240320000197,사업보고서 (2023.12),20240320,0,9660,3413,1612,14687,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320000197,SUCCESS,
경방,000050,00101628,2024,2025,20250320001362,사업보고서 (2024.12),20250320,0,9817,3387,1471,14677,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001362,SUCCESS,
유유제약,000220,00144818,2022,2023,20230322001027,사업보고서 (2022.12),20230322,0,7335,3489,1076,11902,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230322001027,SUCCESS,
유유제약,000220,00144818,2023,2024,20240320001162,사업보고서 (2023.12),20240320,0,7562,3168,1195,11927,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001162,SUCCESS,
유유제약,000220,00144818,2024,2025,20250319000817,사업보고서 (2024.12),20250319,0,7720,2914,965,11601,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000817,SUCCESS,
조선내화,000480,00148984,2022,2023,20230315001326,사업보고서 (2022.12),20230315,0,12679,3479,3615,19775,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001326,SUCCESS,
시알홀딩스,000480,00148984,2023,2024,20240313001576,사업보고서 (2023.12),20240313,0,13096,2969,4623,20690,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313001576,SUCCESS,
시알홀딩스,000480,00148984,2024,2025,20250311001197,사업보고서 (2024.12),20250311,0,13463,3134,3955,20554,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250311001197,SUCCESS,
삼일제약,000520,00128032,2022,2023,20230316001021,사업보고서 (2022.12),20230316,0,10413,5087,1677,17179,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001021,SUCCESS,
삼일제약,000520,00128032,2023,2024,20240314001673,사업보고서 (2023.12),20240314,0,10359,3425,1675,15461,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001673,SUCCESS,
삼일제약,000520,00128032,2024,2025,20250313001455,사업보고서 (2024.12),20250313,0,9970,3670,1814,15456,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001455,SUCCESS,
CS홀딩스,000590,00149026,2022,2023,20230323001033,사업보고서 (2022.12),20230323,0,7353,3284,1699,12338,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001033,SUCCESS,
CS홀딩스,000590,00149026,2023,2024,20240321001387,사업보고서 (2023.12),20240321,0,7385,3270,1699,12356,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001387,SUCCESS,
CS홀딩스,000590,00149026,2024,2025,20250321001425,[첨부추가]사업보고서 (2024.12),20250321,0,7351,3364,1284,12001,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001425,SUCCESS,
화천기공,000850,00166519,2022,2023,20230315000315,사업보고서 (2022.12),20230315,0,14532,3372,2773,20679,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315000315,SUCCESS,
화천기공,000850,00166519,2023,2024,20240313000479,사업보고서 (2023.12),20240313,0,14670,3068,2905,20645,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313000479,SUCCESS,
화천기공,000850,00166519,2024,2025,20250312000803,사업보고서 (2024.12),20250312,0,15038,2910,3184,21134,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000803,SUCCESS,
유니온,000910,00144252,2022,2023,20230323001190,사업보고서 (2022.12),20230323,0,12686,5337,1066,19091,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001190,SUCCESS,
유니온,000910,00144252,2023,2024,20240321001439,사업보고서 (2023.12),20240321,0,12602,6235,949,19788,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001439,SUCCESS,
유니온,000910,00144252,2024,2025,20250320001552,사업보고서 (2024.12),20250320,0,12574,7064,949,20589,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001552,SUCCESS,
DB하이텍,000990,00160843,2022,2023,20230321001125,사업보고서 (2022.12),20230321,0,9934,4878,1811,16625,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001125,SUCCESS,
DB하이텍,000990,00160843,2023,2024,20240320002017,사업보고서 (2023.12),20240320,0,10218,5107,2468,17795,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320002017,SUCCESS,
DB하이텍,000990,00160843,2024,2025,20250312001130,사업보고서 (2024.12),20250313,0,11056,5190,2475,18723,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312001130,SUCCESS,
페이퍼코리아,001020,00134723,2022,2023,20230323001248,사업보고서 (2022.12),20230323,0,8439,2940,1651,13032,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001248,SUCCESS,
페이퍼코리아,001020,00134723,2023,2024,20240321001475,사업보고서 (2023.12),20240321,0,8043,2770,1385,12200,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001475,SUCCESS,
페이퍼코리아,001020,00134723,2024,2025,20250320001403,사업보고서 (2024.12),20250320,0,7923,2255,1010,11190,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001403,SUCCESS,
대한방직,001070,00112970,2022,2023,20230316001199,사업보고서 (2022.12),20230316,0,6052,3484,2609,12147,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001199,SUCCESS,
대한방직,001070,00112970,2023,2024,20240314001520,사업보고서 (2023.12),20240314,0,4367,3462,2358,10189,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001520,SUCCESS,
대한방직,001070,00112970,2024,2025,20250313001407,사업보고서 (2024.12),20250313,0,4443,3144,2163,9752,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001407,SUCCESS,
대한제분,001130,00113243,2022,2023,20230316001412,사업보고서 (2022.12),20230316,0,11142,3704,1330,16178,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001412,SUCCESS,
대한제분,001130,00113243,2023,2024,20240314001452,사업보고서 (2023.12),20240314,0,11187,3689,1320,16198,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001452,SUCCESS,
대한제분,001130,00113243,2024,2025,20250313001408,사업보고서 (2024.12),20250313,0,10811,3718,1529,16060,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001408,SUCCESS,
유진증권,001200,00131054,2022,2023,20230315000887,사업보고서 (2022.12),20230315,0,3261,8814,3949,16026,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315000887,SUCCESS,
유진증권,001200,00131054,2023,2024,20240318000590,사업보고서 (2023.12),20240318,0,3275,8806,3895,15978,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000590,SUCCESS,
유진증권,001200,00131054,2024,2025,20250318000789,사업보고서 (2024.12),20250318,0,3263,8897,6057,18219,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000789,SUCCESS,
부국증권,001270,00123772,2022,2023,20230316000947,사업보고서 (2022.12),20230316,0,18038,5508,5857,29405,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000947,SUCCESS,
부국증권,001270,00123772,2023,2024,20240314000951,사업보고서 (2023.12),20240314,0,18221,6698,5678,30599,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314000951,SUCCESS,
부국증권,001270,00123772,2024,2025,20250319000744,사업보고서 (2024.12),20250319,0,16649,6921,5849,29421,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000744,SUCCESS,
상상인증권,001290,00112059,2022,2023,20230321001175,사업보고서 (2022.12),20230321,0,3066,4569,1741,9378,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001175,SUCCESS,
상상인증권,001290,00112059,2023,2024,20240321001495,사업보고서 (2023.12),20240321,0,3058,4991,1884,9935,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001495,SUCCESS,
상상인증권,001290,00112059,2024,2025,20250318001083,사업보고서 (2024.12),20250318,0,2989,3203,2144,8338,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001083,SUCCESS,
KG케미칼,001390,00101220,2022,2023,20230321001469,사업보고서 (2022.12),20230321,0,55050,7198,1843,64093,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001469,SUCCESS,
KG케미칼,001390,00101220,2023,2024,20240321001911,사업보고서 (2023.12),20240321,0,61724,7916,4273,73915,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001911,SUCCESS,
KG케미칼,001390,00101220,2024,2025,20250320001653,사업보고서 (2024.12),20250320,0,59545,7368,4212,71127,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001653,SUCCESS,
동양,001520,00117337,2022,2023,20230321001187,사업보고서 (2022.12),20230321,0,12635,5116,2328,20081,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001187,SUCCESS,
동양,001520,00117337,2023,2024,20240320001400,사업보고서 (2023.12),20240320,0,12399,4803,2257,19461,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001400,SUCCESS,
동양,001520,00117337,2024,2025,20250318000948,사업보고서 (2024.12),20250318,0,12535,4398,2464,19399,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000948,SUCCESS,
제일연마,001560,00148461,2022,2023,20230321000389,사업보고서 (2022.12),20230321,0,4019,2698,2701,9420,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321000389,SUCCESS,
제일연마,001560,00148461,2023,2024,20240321000824,사업보고서 (2023.12),20240321,0,4116,4396,2552,11066,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321000824,SUCCESS,
제일연마,001560,00148461,2024,2025,20250317000206,사업보고서 (2024.12),20250317,0,3290,3209,2766,9267,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000206,SUCCESS,
KR모터스,000040,00112378,2022,2023,20230322001182,사업보고서 (2022.12),20230322,0,9153,1171,492,10818,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230322001182,SUCCESS,
KR모터스,000040,00112378,2023,2024,20240321002062,사업보고서 (2023.12),20240321,0,10371,1034,546,11953,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321002062,SUCCESS,
KR모터스,000040,00112378,2024,2025,20250319000576,사업보고서 (2024.12),20250319,0,10072,944,433,11451,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000576,SUCCESS,
성창기업지주,000180,00133335,2022,2023,20230314001199,사업보고서 (2022.12),20230314,0,21045,4841,2487,28375,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230314001199,SUCCESS,
성창기업지주,000180,00133335,2023,2024,20240318000483,사업보고서 (2023.12),20240318,0,20583,4770,2568,27923,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000483,SUCCESS,
성창기업지주,000180,00133335,2024,2025,20250317000553,사업보고서 (2024.12),20250317,0,20723,4629,1946,27300,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000553,SUCCESS,
삼천당제약,000250,00128546,2022,2023,20230321000689,사업보고서 (2022.12),20230321,0,11532,4795,1466,17795,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321000689,SUCCESS,
삼천당제약,000250,00128546,2023,2024,20240320001960,사업보고서 (2023.12),20240320,0,11907,5874,1347,19130,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001960,SUCCESS,
삼천당제약,000250,00128546,2024,2025,20250318001341,사업보고서 (2024.12),20250318,0,11157,5505,1505,18169,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001341,SUCCESS,
천일고속,000650,00151395,2022,2023,20230316001173,사업보고서 (2022.12),20230316,0,1251,1619,1497,4369,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001173,SUCCESS,
천일고속,000650,00151395,2023,2024,20240321001343,사업보고서 (2023.12),20240321,0,1250,1624,1495,4371,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001343,SUCCESS,
천일고속,000650,00151395,2024,2025,20250320001184,사업보고서 (2024.12),20250320,0,1251,1611,1330,4194,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001184,SUCCESS,
이화산업,000760,00145686,2022,2023,20230316000343,사업보고서 (2022.12),20230316,0,6420,1536,2753,10711,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000343,SUCCESS,
이화산업,000760,00145686,2023,2024,20240321000690,사업보고서 (2023.12),20240321,0,6433,1538,3192,11165,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321000690,SUCCESS,
이화산업,000760,00145686,2024,2025,20250320000337,사업보고서 (2024.12),20250320,0,6511,1540,2824,10877,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000337,SUCCESS,
보해양조,000890,00123541,2022,2023,20230321001480,사업보고서 (2022.12),20230321,0,9232,6180,1799,17213,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001480,SUCCESS,
보해양조,000890,00123541,2023,2024,20240318000717,사업보고서 (2023.12),20240318,0,9872,7225,1889,18988,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000717,SUCCESS,
보해양조,000890,00123541,2024,2025,20250318001002,사업보고서 (2024.12),20250318,0,11522,6419,1982,19925,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001002,SUCCESS,
전방,000950,00147222,2022,2023,20230315001304,사업보고서 (2022.12),20230315,0,9212,2787,1454,13455,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001304,SUCCESS,
전방,000950,00147222,2023,2024,20240314001271,사업보고서 (2023.12),20240314,0,9584,2688,1454,13728,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001271,SUCCESS,
전방,000950,00147222,2024,2025,20250320000970,사업보고서 (2024.12),20250320,0,7105,2767,1469,11343,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000970,SUCCESS,
한국주철관공업,000970,00159573,2022,2023,20230316000941,사업보고서 (2022.12),20230316,0,8515,2593,1001,12111,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000941,SUCCESS,
한국주철관공업,000970,00159573,2023,2024,20240321000781,사업보고서 (2023.12),20240321,0,8391,2485,1001,11879,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321000781,SUCCESS,
한국주철관공업,000970,00159573,2024,2025,20250320000304,사업보고서 (2024.12),20250320,0,8426,2621,1977,13026,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000304,SUCCESS,
만호제강,001080,00120872,2022,2023,20231005000147,사업보고서 (2023.06),20231005,0,5802,2411,1276,9491,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20231005000147,SUCCESS,
만호제강,001080,00120872,2023,2024,20240920000456,사업보고서 (2024.06),20240923,0,5477,2175,1324,8978,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240920000456,SUCCESS,
만호제강,001080,00120872,2024,2025,20250918000297,사업보고서 (2025.06),20250918,0,5732,2078,1470,9282,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250918000297,SUCCESS,
국보,001140,00104519,2022,2023,20230321001053,사업보고서 (2022.12),20230321,0,9929,2515,2713,15159,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001053,SUCCESS,
국보,001140,00104519,2023,2024,20240321001955,사업보고서 (2023.12),20240321,0,6557,2551,2198,11308,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001955,SUCCESS,
국보,001140,00104519,2024,2025,20250321001993,사업보고서 (2024.12),20250321,0,4685,2210,2162,9059,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001993,SUCCESS,
금호전기,001210,00106395,2022,2023,20230321001127,사업보고서 (2022.12),20230321,0,8910,4322,1959,15193,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001127,SUCCESS,
금호전기,001210,00106395,2023,2024,20240320001009,사업보고서 (2023.12),20240320,0,8456,4464,1547,14469,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001009,SUCCESS,
금호전기,001210,00106395,2024,2025,20250318000723,사업보고서 (2024.12),20250318,0,9169,4456,1246,14873,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000723,SUCCESS,
남광토건,001260,00107066,2022,2023,20230320000480,사업보고서 (2022.12),20230320,0,6499,2449,2426,11376,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000480,SUCCESS,
남광토건,001260,00107066,2023,2024,20240320000911,사업보고서 (2023.12),20240320,0,6767,2499,2074,11342,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320000911,SUCCESS,
남광토건,001260,00107066,2024,2025,20250318000968,사업보고서 (2024.12),20250318,0,6597,2413,2071,11083,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000968,SUCCESS,
백광산업,001340,00122472,2022,2023,20230315000818,사업보고서 (2022.12),20230315,0,5386,3587,1259,10234,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315000818,SUCCESS,
백광산업,001340,00122472,2023,2024,20240320001979,사업보고서 (2023.12),20240320,0,5769,6605,2140,14516,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001979,SUCCESS,
PKC,001340,00122472,2024,2025,20250318001326,사업보고서 (2024.12),20250318,0,7523,6723,2016,16264,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001326,SUCCESS,
삼성제약,001360,00126414,2022,2023,20230320001021,사업보고서 (2022.12),20230320,0,10966,1958,1489,14415,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320001021,SUCCESS,
삼성제약,001360,00126414,2023,2024,20240320002024,사업보고서 (2023.12),20240320,0,14947,1864,1538,18351,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320002024,SUCCESS,
삼성제약,001360,00126414,2024,2025,20250319000845,사업보고서 (2024.12),20250319,0,14728,1932,1510,18172,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000845,SUCCESS,
SG글로벌,001380,00152039,2022,2023,20230314000627,사업보고서 (2022.12),20230314,0,8431,3920,1581,13934,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230314000627,SUCCESS,
SG글로벌,001380,00152039,2023,2024,20240319000089,사업보고서 (2023.12),20240319,0,7780,3968,1403,13153,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240319000089,SUCCESS,
SG글로벌,001380,00152039,2024,2025,20250319000355,사업보고서 (2024.12),20250319,0,7680,4052,1750,13484,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000355,SUCCESS,
태원물산,001420,00154055,2022,2023,20230316000393,사업보고서 (2022.12),20230316,0,5630,6736,3248,15616,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000393,SUCCESS,
태원물산,001420,00154055,2023,2024,20240320000726,사업보고서 (2023.12),20240320,0,7313,6531,3344,17190,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320000726,SUCCESS,
태원물산,001420,00154055,2024,2025,20250320001049,사업보고서 (2024.12),20250320,0,6432,6770,2923,16127,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001049,SUCCESS,
한신공영,004960,00162063,2022,2023,20230315001227,사업보고서 (2022.12),20230315,0,10302,5989,1407,17700,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001227,SUCCESS,
한신공영,004960,00162063,2023,2024,20240321001712,사업보고서 (2023.12),20240321,0,11373,6133,1410,18918,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001712,SUCCESS,
한신공영,004960,00162063,2024,2025,20250320000724,사업보고서 (2024.12),20250320,0,11094,6224,1752,19072,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000724,SUCCESS,
디아이동일,001530,00118345,2022,2023,20230316001325,사업보고서 (2022.12),20230316,0,9095,1911,1790,12798,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001325,SUCCESS,
디아이동일,001530,00118345,2023,2024,20240314001589,사업보고서 (2023.12),20240314,0,9329,2045,1600,12976,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001589,SUCCESS,
디아이동일,001530,00118345,2024,2025,20250320001320,사업보고서 (2024.12),20250320,0,7912,1733,1758,11405,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001320,SUCCESS,
