company_name,stock_code,corp_code,fiscal_year,esg_year,rcept_no,report_nm,rcept_dt,selection_priority,section_chars_II,section_chars_IV,section_chars_VI,total_chars,viewer_url,status,reason
한화손해보험,000370,00135917,2023,2024,20240313000997,사업보고서 (2023.12),20240313,0,9401,5982,4394,19779,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313000997,SUCCESS,
한화손해보험,000370,00135917,2024,2025,20250311001216,사업보고서 (2024.12),20250311,0,9347,5907,3377,18633,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250311001216,SUCCESS,
현대건설,000720,00164478,2022,2023,20230315001104,사업보고서 (2022.12),20230315,0,19792,9283,2933,32010,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001104,SUCCESS,
현대건설,000720,00164478,2023,2024,20240313001698,사업보고서 (2023.12),20240313,0,20446,11232,2666,34346,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313001698,SUCCESS,
현대건설,000720,00164478,2024,2025,20250312001136,사업보고서 (2024.12),20250312,0,21973,8989,2627,33591,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312001136,SUCCESS,
LX인터내셔널,001120,00120076,2022,2023,20230315000850,사업보고서 (2022.12),20230315,0,13807,24577,4400,42786,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315000850,SUCCESS,
LX인터내셔널,001120,00120076,2023,2024,20240313001808,사업보고서 (2023.12),20240313,0,16252,24883,4508,45645,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313001808,SUCCESS,
LX인터내셔널,001120,00120076,2024,2025,20250320000626,사업보고서 (2024.12),20250320,0,16222,24278,3595,44097,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000626,SUCCESS,
동국제강,001230,00114792,2022,2023,20230316001310,사업보고서 (2022.12),20230316,0,20285,3747,2159,26193,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001310,SUCCESS,
동국홀딩스,001230,00114792,2023,2024,20240314001784,사업보고서 (2023.12),20240314,0,22860,10156,1098,34116,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001784,SUCCESS,
동국홀딩스,001230,00114792,2024,2025,20250318001457,사업보고서 (2024.12),20250318,0,22337,8934,1568,32841,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001457,SUCCESS,
세아베스틸지주,001430,00106669,2022,2023,20230321001452,사업보고서 (2022.12),20230321,0,14960,3406,2387,20755,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001452,SUCCESS,
세아베스틸지주,001430,00106669,2023,2024,20240312000629,사업보고서 (2023.12),20240312,0,16278,3270,1850,21400,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240312000629,SUCCESS,
세아베스틸지주,001430,00106669,2024,2025,20250318000465,사업보고서 (2024.12),20250318,0,15688,3350,1992,21032,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000465,SUCCESS,
대한전선,001440,00113207,2022,2023,20230322001136,사업보고서 (2022.12),20230322,0,7071,5386,1779,14238,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230322001136,SUCCESS,
대한전선,001440,00113207,2023,2024,20240321001692,사업보고서 (2023.12),20240321,0,7491,5683,2048,15224,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001692,SUCCESS,
대한전선,001440,00113207,2024,2025,20250320001292,사업보고서 (2024.12),20250320,0,7877,5446,1816,15141,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001292,SUCCESS,
현대해상,001450,00164973,2022,2023,20230309000797,사업보고서 (2022.12),20230309,0,11638,20167,2366,34173,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230309000797,SUCCESS,
현대해상,001450,00164973,2023,2024,20240314001515,사업보고서 (2023.12),20240314,0,11290,17783,2217,31292,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001515,SUCCESS,
현대해상,001450,00164973,2024,2025,20250313001346,사업보고서 (2024.12),20250313,0,11068,17278,2187,30535,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001346,SUCCESS,
종근당홀딩스,001630,00149354,2022,2023,20230314001191,사업보고서 (2022.12),20230314,0,43873,10109,1685,55669,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230314001191,SUCCESS,
종근당홀딩스,001630,00149354,2023,2024,20240320001873,사업보고서 (2023.12),20240320,0,50894,10880,2392,64168,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001873,SUCCESS,
종근당홀딩스,001630,00149354,2024,2025,20250318001235,사업보고서 (2024.12),20250318,0,51382,9400,3279,64063,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001235,SUCCESS,
대상,001680,00121941,2022,2023,20230316001258,사업보고서 (2022.12),20230316,0,21670,9746,2754,34172,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001258,SUCCESS,
대상,001680,00121941,2023,2024,20240314001698,사업보고서 (2023.12),20240314,0,22630,10551,3566,36749,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001698,SUCCESS,
대상,001680,00121941,2024,2025,20250319001095,사업보고서 (2024.12),20250319,0,21644,6579,2737,30962,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001095,SUCCESS,
오리온홀딩스,001800,00117577,2022,2023,20230315001148,사업보고서 (2022.12),20230315,0,14528,20715,2575,37820,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001148,SUCCESS,
오리온홀딩스,001800,00117577,2023,2024,20240313000499,사업보고서 (2023.12),20240313,0,15921,22377,2647,40947,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313000499,SUCCESS,
오리온홀딩스,001800,00117577,2024,2025,20250318000980,사업보고서 (2024.12),20250318,0,16183,20139,3608,39932,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000980,SUCCESS,
아세아,002030,00138701,2022,2023,20230315001365,사업보고서 (2022.12),20230315,0,36190,7433,3482,47107,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001365,SUCCESS,
아세아,002030,00138701,2023,2024,20240313001757,사업보고서 (2023.12),20240313,0,40966,8176,3378,52522,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313001757,SUCCESS,
아세아,002030,00138701,2024,2025,20250312000788,사업보고서 (2024.12),20250312,0,40380,8485,3624,52491,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000788,SUCCESS,
한진,002320,00163512,2022,2023,20230315001412,사업보고서 (2022.12),20230315,0,9582,3951,2188,15723,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001412,SUCCESS,
한진,002320,00163512,2023,2024,20240312000974,사업보고서 (2023.12),20240312,0,9108,3422,2335,14867,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240312000974,SUCCESS,
한진,002320,00163512,2024,2025,20250317000904,사업보고서 (2024.12),20250317,0,9101,3826,1802,14731,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000904,SUCCESS,
하이트진로,000080,00150244,2022,2023,20230316001349,사업보고서 (2022.12),20230316,0,30342,16945,5241,52530,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001349,SUCCESS,
하이트진로,000080,00150244,2023,2024,20240314000553,사업보고서 (2023.12),20240314,0,29460,14622,5068,49152,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314000553,SUCCESS,
하이트진로,000080,00150244,2024,2025,20250313000666,사업보고서 (2024.12),20250313,0,32420,12487,5177,50086,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313000666,SUCCESS,
하이트진로홀딩스,000140,00148993,2022,2023,20230316001297,사업보고서 (2022.12),20230316,0,32022,16547,1889,50460,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001297,SUCCESS,
하이트진로홀딩스,000140,00148993,2023,2024,20240314000623,사업보고서 (2023.12),20240314,0,30777,16759,1947,49485,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314000623,SUCCESS,
하이트진로홀딩스,000140,00148993,2024,2025,20250313001306,사업보고서 (2024.12),20250313,0,33971,12476,1811,48260,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001306,SUCCESS,
일동홀딩스,000230,00146083,2022,2023,20230316001183,사업보고서 (2022.12),20230316,0,40264,2490,1506,44262,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001183,SUCCESS,
일동홀딩스,000230,00146083,2023,2024,20240314001097,사업보고서 (2023.12),20240314,0,43100,2427,1594,47123,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001097,SUCCESS,
일동홀딩스,000230,00146083,2024,2025,20250318001009,사업보고서 (2024.12),20250318,0,25589,2245,1709,29545,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001009,SUCCESS,
삼화페인트공업,000390,00129387,2022,2023,20230316001290,사업보고서 (2022.12),20230316,0,17563,6879,2053,26497,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001290,SUCCESS,
삼화페인트공업,000390,00129387,2023,2024,20240320000357,사업보고서 (2023.12),20240320,0,18140,8961,2325,29428,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320000357,SUCCESS,
삼화페인트공업,000390,00129387,2024,2025,20250312000816,사업보고서 (2024.12),20250312,0,19602,9176,2159,30939,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000816,SUCCESS,
롯데손해보험,000400,00113562,2022,2023,20230323001495,사업보고서 (2022.12),20230323,0,4203,3285,1624,9114,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001495,SUCCESS,
롯데손해보험,000400,00113562,2023,2024,20240321001822,사업보고서 (2023.12),20240321,0,4005,3459,1915,9381,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001822,SUCCESS,
롯데손해보험,000400,00113562,2024,2025,20250320001732,사업보고서 (2024.12),20250320,0,3940,3520,2166,9628,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001732,SUCCESS,
대원강업,000430,00111847,2022,2023,20230316000976,사업보고서 (2022.12),20230316,0,8372,5036,2162,15572,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000976,SUCCESS,
대원강업,000430,00111847,2023,2024,20240315000516,사업보고서 (2023.12),20240315,0,8244,5734,2090,16070,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240315000516,SUCCESS,
대원강업,000430,00111847,2024,2025,20250318001210,사업보고서 (2024.12),20250318,0,8240,4371,4187,16800,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001210,SUCCESS,
대동,000490,00109286,2022,2023,20230322000832,사업보고서 (2022.12),20230322,0,9869,3098,1755,14724,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230322000832,SUCCESS,
대동,000490,00109286,2023,2024,20240320001807,사업보고서 (2023.12),20240320,0,10599,2813,1953,15367,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001807,SUCCESS,
대동,000490,00109286,2024,2025,20250318001356,사업보고서 (2024.12),20250318,0,10427,3012,2267,15708,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001356,SUCCESS,
흥국화재,000540,00103176,2022,2023,20230316001454,사업보고서 (2022.12),20230316,0,4979,5773,2565,13319,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001454,SUCCESS,
흥국화재,000540,00103176,2023,2024,20240321001884,사업보고서 (2023.12),20240321,0,4746,5013,2578,12339,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001884,SUCCESS,
흥국화재,000540,00103176,2024,2025,20250320001444,사업보고서 (2024.12),20250320,0,4943,4980,2701,12626,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001444,SUCCESS,
LS네트웍스,000680,00104698,2022,2023,20230316000757,사업보고서 (2022.12),20230316,0,10613,7687,3486,21788,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000757,SUCCESS,
LS네트웍스,000680,00104698,2023,2024,20240320001453,사업보고서 (2023.12),20240320,0,14104,15179,4073,33358,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001453,SUCCESS,
LS네트웍스,000680,00104698,2024,2025,20250319001010,사업보고서 (2024.12),20250319,0,24698,18062,3786,46548,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001010,SUCCESS,
유수홀딩스,000700,00163691,2022,2023,20230321001229,사업보고서 (2022.12),20230321,0,16401,9325,2921,28649,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001229,SUCCESS,
유수홀딩스,000700,00163691,2023,2024,20240320001569,사업보고서 (2023.12),20240320,0,16155,9948,2805,28910,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001569,SUCCESS,
유수홀딩스,000700,00163691,2024,2025,20250321001882,사업보고서 (2024.12),20250321,0,17195,9507,2669,29373,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001882,SUCCESS,
삼성화재해상보험,000810,00139214,2022,2023,20230309000772,사업보고서 (2022.12),20230309,0,21559,21215,3420,46196,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230309000772,SUCCESS,
삼성화재해상보험,000810,00139214,2023,2024,20240312001075,사업보고서 (2023.12),20240312,0,23828,25009,3681,52520,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240312001075,SUCCESS,
삼성화재해상보험,000810,00139214,2024,2025,20250311001055,사업보고서 (2024.12),20250311,0,22377,24131,3533,50043,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250311001055,SUCCESS,
강남제비스코,000860,00100939,2022,2023,20230320000691,사업보고서 (2022.12),20230320,0,14940,7190,2313,24445,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000691,SUCCESS,
강남제비스코,000860,00100939,2023,2024,20240320001810,사업보고서 (2023.12),20240320,0,16119,7484,2321,25926,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001810,SUCCESS,
강남제비스코,000860,00100939,2024,2025,20250318001036,사업보고서 (2024.12),20250318,0,14951,7552,3015,25520,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001036,SUCCESS,
한화,000880,00160588,2022,2023,20230321001313,사업보고서 (2022.12),20230321,0,134370,24183,3209,161764,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001313,SUCCESS,
한화,000880,00160588,2023,2024,20240320001593,사업보고서 (2023.12),20240320,0,132487,28429,3558,164476,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001593,SUCCESS,
한화,000880,00160588,2024,2025,20250318001429,사업보고서 (2024.12),20250318,0,138603,37255,3612,179472,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001429,SUCCESS,
JW중외제약,001060,00149947,2022,2023,20230321001149,사업보고서 (2022.12),20230321,0,15812,4800,1423,22037,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001149,SUCCESS,
JW중외제약,001060,00149947,2023,2024,20240318000800,사업보고서 (2023.12),20240318,0,15028,5044,1482,21556,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000800,SUCCESS,
JW중외제약,001060,00149947,2024,2025,20250318001192,사업보고서 (2024.12),20250318,0,6532,4422,1488,12444,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001192,SUCCESS,
GS글로벌,001250,00138190,2022,2023,20230317000485,사업보고서 (2022.12),20230317,0,17610,6355,1811,25778,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000485,SUCCESS,
GS글로벌,001250,00138190,2023,2024,20240318000522,사업보고서 (2023.12),20240318,0,17703,6198,1914,25817,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000522,SUCCESS,
GS글로벌,001250,00138190,2024,2025,20250318001328,사업보고서 (2024.12),20250318,0,14568,5872,1989,22431,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001328,SUCCESS,
현대차증권,001500,00137997,2022,2023,20230315000803,사업보고서 (2022.12),20230315,0,3585,7769,3135,14491,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315000803,SUCCESS,
현대차증권,001500,00137997,2023,2024,20240313001172,사업보고서 (2023.12),20240313,0,3497,7009,3106,13614,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313001172,SUCCESS,
현대차증권,001500,00137997,2024,2025,20250319001001,사업보고서 (2024.12),20250319,0,3485,6559,3128,13174,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001001,SUCCESS,
SK증권,001510,00131850,2022,2023,20230323001329,사업보고서 (2022.12),20230323,0,8096,8010,3328,19436,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001329,SUCCESS,
SK증권,001510,00131850,2023,2024,20240315000894,사업보고서 (2023.12),20240315,0,7603,7750,3523,18878,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240315000894,SUCCESS,
SK증권,001510,00131850,2024,2025,20250319001113,사업보고서 (2024.12),20250319,0,7233,7722,3041,17998,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001113,SUCCESS,
신영증권,001720,00136721,2022,2023,20230615000542,사업보고서 (2023.03),20230615,0,10652,2497,3174,16325,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230615000542,SUCCESS,
신영증권,001720,00136721,2023,2024,20240612000337,사업보고서 (2024.03),20240612,0,11666,2982,3240,17890,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240612000337,SUCCESS,
신영증권,001720,00136721,2024,2025,20250612000448,사업보고서 (2025.03),20250612,0,12347,2915,3178,18442,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250612000448,SUCCESS,
한국앤컴퍼니,000240,00160047,2022,2023,20230324001090,사업보고서 (2022.12),20230324,0,8529,4572,2942,16045,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230324001090,SUCCESS,
한국앤컴퍼니,000240,00160047,2023,2024,20240320001601,사업보고서 (2023.12),20240320,0,9013,4255,2727,15997,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001601,SUCCESS,
한국앤컴퍼니,000240,00160047,2024,2025,20250318000944,사업보고서 (2024.12),20250318,0,8983,4161,2972,16118,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000944,SUCCESS,
가온전선,000500,00104768,2022,2023,20230315001078,사업보고서 (2022.12),20230315,0,7539,4562,1620,13723,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001078,SUCCESS,
가온전선,000500,00104768,2023,2024,20240318000764,사업보고서 (2023.12),20240318,0,7332,4542,1500,13376,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000764,SUCCESS,
가온전선,000500,00104768,2024,2025,20250317000782,사업보고서 (2024.12),20250317,0,7413,4573,1557,13545,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000782,SUCCESS,
영풍,000670,00141307,2022,2023,20230314000637,사업보고서 (2022.12),20230314,0,16489,26172,1831,44494,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230314000637,SUCCESS,
영풍,000670,00141307,2023,2024,20240312000923,사업보고서 (2023.12),20240312,0,15561,27140,1293,43996,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240312000923,SUCCESS,
영풍,000670,00141307,2024,2025,20250319001075,사업보고서 (2024.12),20250319,0,14673,25077,1748,41500,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319001075,SUCCESS,
넥센타이어,002350,00173874,2022,2023,20230320000888,사업보고서 (2022.12),20230320,0,17883,3059,2957,23901,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000888,SUCCESS,
넥센타이어,002350,00173874,2023,2024,20240318000903,사업보고서 (2023.12),20240318,0,16728,3062,3252,23044,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000903,SUCCESS,
넥센타이어,002350,00173874,2024,2025,20250318001449,사업보고서 (2024.12),20250318,0,16710,3214,3285,23211,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001449,SUCCESS,
조흥,002600,00149345,2022,2023,20230309000626,사업보고서 (2022.12),20230309,0,3344,1200,1215,5761,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230309000626,SUCCESS,
조흥,002600,00149345,2023,2024,20240314001089,사업보고서 (2023.12),20240314,0,3480,1118,1115,5715,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001089,SUCCESS,
조흥,002600,00149345,2024,2025,20250312000526,사업보고서 (2024.12),20250312,0,3480,1085,1091,5658,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000526,SUCCESS,
태광산업,003240,00153393,2022,2023,20230323001281,사업보고서 (2022.12),20230323,0,10932,4897,1761,17592,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001281,SUCCESS,
태광산업,003240,00153393,2023,2024,20240321002014,사업보고서 (2023.12),20240321,0,11187,5075,1959,18223,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321002014,SUCCESS,
태광산업,003240,00153393,2024,2025,20250320001386,사업보고서 (2024.12),20250320,0,10713,4486,1915,17116,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001386,SUCCESS,
흥아해운,003280,00167208,2022,2023,20230320001057,사업보고서 (2022.12),20230320,0,258,9989,614,10863,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320001057,SUCCESS,
흥아해운,003280,00167208,2023,2024,20240320001803,사업보고서 (2023.12),20240320,0,241,9482,555,10280,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240320001803,SUCCESS,
흥아해운,003280,00167208,2024,2025,20250317000787,사업보고서 (2024.12),20250317,0,241,10244,702,11189,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000787,SUCCESS,
남양유업,003920,00107598,2022,2023,20230323001233,사업보고서 (2022.12),20230323,0,6444,1939,1638,10023,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230323001233,SUCCESS,
남양유업,003920,00107598,2023,2024,20240321001747,사업보고서 (2023.12),20240321,0,6367,1860,1614,9843,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001747,SUCCESS,
남양유업,003920,00107598,2024,2025,20250320001030,사업보고서 (2024.12),20250320,0,6457,1710,1693,9862,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001030,SUCCESS,
농심,004370,00108241,2022,2023,20230316000448,사업보고서 (2022.12),20230316,0,20055,4046,2516,26619,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000448,SUCCESS,
농심,004370,00108241,2023,2024,20240314000698,사업보고서 (2023.12),20240314,0,17787,3920,2472,24181,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314000698,SUCCESS,
농심,004370,00108241,2024,2025,20250312000711,사업보고서 (2024.12),20250312,0,16804,4261,3044,24111,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312000711,SUCCESS,
깨끗한나라,004540,00113492,2022,2023,20230316000673,사업보고서 (2022.12),20230316,0,5884,4322,1928,12136,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316000673,SUCCESS,
깨끗한나라,004540,00113492,2023,2024,20240321001282,사업보고서 (2023.12),20240321,0,5961,4334,1869,12166,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001282,SUCCESS,
깨끗한나라,004540,00113492,2024,2025,20250320000849,사업보고서 (2024.12),20250320,0,10555,4220,2054,16831,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320000849,SUCCESS,
SGC에너지,005090,00125150,2022,2023,20230309000859,사업보고서 (2022.12),20230309,0,17150,8524,2239,27915,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230309000859,SUCCESS,
SGC에너지,005090,00125150,2023,2024,20240313001769,사업보고서 (2023.12),20240313,0,12610,9098,2689,24399,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240313001769,SUCCESS,
SGC에너지,005090,00125150,2024,2025,20250312001090,사업보고서 (2024.12),20250312,0,12753,10043,2480,25278,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250312001090,SUCCESS,
동진쎄미켐,005290,00118804,2022,2023,20230316001000,사업보고서 (2022.12),20230316,0,12297,4713,5382,22394,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001000,SUCCESS,
동진쎄미켐,005290,00118804,2023,2024,20240314001382,사업보고서 (2023.12),20240314,0,12289,7188,5867,25346,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001382,SUCCESS,
동진쎄미켐,005290,00118804,2024,2025,20250319000732,사업보고서 (2024.12),20250319,0,12394,6125,6061,24582,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250319000732,SUCCESS,
삼진제약,005500,00128412,2022,2023,20230316001264,사업보고서 (2022.12),20230316,0,7321,4770,1450,13543,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001264,SUCCESS,
삼진제약,005500,00128412,2023,2024,20240314001307,사업보고서 (2023.12),20240314,0,7139,4610,1375,13126,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240314001307,SUCCESS,
삼진제약,005500,00128412,2024,2025,20250313001200,사업보고서 (2024.12),20250313,0,6134,4880,1373,12389,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250313001200,SUCCESS,
SPC삼립,005610,00125530,2022,2023,20230316001219,사업보고서 (2022.12),20230316,0,12292,4663,2105,19062,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230316001219,SUCCESS,
SPC삼립,005610,00125530,2023,2024,20240321001513,사업보고서 (2023.12),20240321,0,12272,4306,3254,19834,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001513,SUCCESS,
SPC삼립,005610,00125530,2024,2025,20250318001175,사업보고서 (2024.12),20250318,0,12248,4417,2667,19334,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318001175,SUCCESS,
에스엘,005850,00125521,2022,2023,20230321001134,사업보고서 (2022.12),20230321,0,11982,6095,2664,20743,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230321001134,SUCCESS,
에스엘,005850,00125521,2023,2024,20240318000589,사업보고서 (2023.12),20240318,0,11615,6723,1928,20268,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000589,SUCCESS,
에스엘,005850,00125521,2024,2025,20250318000826,사업보고서 (2024.12),20250318,0,12296,6181,1877,20356,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000826,SUCCESS,
이수화학,005950,00145552,2022,2023,20230320000747,사업보고서 (2022.12),20230320,0,14124,12871,2209,29206,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000747,SUCCESS,
이수화학,005950,00145552,2023,2024,20240321001863,사업보고서 (2023.12),20240321,0,14717,10774,2587,28080,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001863,SUCCESS,
이수화학,005950,00145552,2024,2025,20250320001454,사업보고서 (2024.12),20250320,0,14807,9782,2220,26811,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001454,SUCCESS,
동화약품,000020,00119195,2022,2023,20230315001100,사업보고서 (2022.12),20230315,0,10292,3616,1288,15198,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230315001100,SUCCESS,
동화약품,000020,00119195,2023,2024,20240319000652,사업보고서 (2023.12),20240319,0,11451,3272,1252,15977,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240319000652,SUCCESS,
동화약품,000020,00119195,2024,2025,20250318000739,사업보고서 (2024.12),20250318,0,11467,3813,1395,16677,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250318000739,SUCCESS,
경방,000050,00101628,2022,2023,20230317000682,사업보고서 (2022.12),20230317,0,8907,3280,1566,13755,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000682,SUCCESS,
