stock_code,fiscal_year,n_tokens,top30_tokens
005930,2024,12159,내용 개요 본사 거점 한국 부문 해외 지역 총괄 부문 해외 지역 총괄 생산 판매 법인 기업 기업 구성 글로벌 전자 기업 별로 부문 비롯 모니터 냉장고 세탁기 에어컨 스마트폰
